data_sequence,method,byte_size,encode_speed,decode_speed,quantization_precision,gigabyte_size,slam_method,rmse,mean,median,std,min,max,sse
underground_mine,draco,2189688552.0,10.0,10.0,6.0,,SPARK-FAST-LIO,0.25,,,,,1.0,
underground_mine,draco,2189688552.0,10.0,10.0,6.0,,SPARK-FAST-LIO,0.25,,,,,1.0,
underground_mine,draco,2191394388.0,10.0,10.0,7.0,2.0,KISS-ICP,1.0927719481049196,0.928928954986154,0.8403952291988072,0.5755358608751961,0.0088940618008295,2.6665654866641946,1539.2600338983125
underground_mine,draco,2191394388.0,10.0,10.0,7.0,2.0,LIORF,3.2344449735130656,2.854439483426616,2.4771541732461526,1.521121139863335,0.0917583394257279,7.409678924760305,14709.057807077614
underground_mine,draco,2195803992.0,10.0,10.0,8.0,2.0,KISS-ICP,0.1799529760834099,0.1494102879417509,0.1363590686823949,0.1002977540049595,0.0130605298053642,1.031178016213277,41.741781872045166
underground_mine,draco,2195803992.0,10.0,10.0,8.0,2.0,LIORF,2.374889038445805,2.0009955393006646,1.6926846759409575,1.279107030951235,0.0826023877817169,6.65806628688676,7929.977710571637
underground_mine,draco,2195803992.0,10.0,10.0,8.0,,LOAM,0.16,,,,,1.0,
underground_mine,draco,2195803992.0,10.0,10.0,8.0,,LOAM,0.16,,,,,1.0,
underground_mine,draco,2195803992.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.23,,,,,0.88,
underground_mine,draco,2195803992.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.23,,,,,0.88,
underground_mine,draco,2203978848.0,10.0,10.0,9.0,2.1,KISS-ICP,0.1763340368329893,0.1455150803886225,0.1322561441947827,0.0995944472614349,0.0071520165380057,1.028672394133511,40.07976969155943
underground_mine,draco,2203978848.0,10.0,10.0,9.0,2.1,LIORF,1.98521027289894,1.7960618264786017,1.556175157900644,0.8457078355376823,0.3350570731642456,4.86123331554444,5541.130117638615
underground_mine,draco,2221465936.0,10.0,10.0,10.0,2.1,KISS-ICP,0.1750949711486362,0.1441608951279037,0.1299826050882753,0.0993774885850075,0.0132289976103136,1.0133742152653882,39.51848285986735
underground_mine,draco,2221465936.0,10.0,10.0,10.0,2.1,LIORF,5.167324880044775,4.4584690214570335,3.592959374801268,2.61214478937093,0.5773772130860219,12.77752592409717,37541.95246079722
underground_mine,draco,2221465936.0,10.0,10.0,10.0,,LOAM,0.16,,,,,1.0,
underground_mine,draco,2221465936.0,10.0,10.0,10.0,,LOAM,0.16,,,,,1.0,
underground_mine,draco,2221465936.0,10.0,10.0,10.0,,SPARK-FAST-LIO,0.23,,,,,0.88,
underground_mine,draco,2221465936.0,10.0,10.0,10.0,,SPARK-FAST-LIO,0.23,,,,,0.88,
underground_mine,draco,2254504332.0,10.0,10.0,11.0,2.1,KISS-ICP,0.1747732370649261,0.1428336852292379,0.1304436466102257,0.1007185323462761,0.013841915154802,1.016398250616008,39.37338718406307
underground_mine,draco,2254504332.0,10.0,10.0,11.0,2.1,LIORF,1.9597289934768147,1.5320261614690789,1.026839539049463,1.2220611966869617,0.0535189105273789,5.97640354949152,5399.796045390351
underground_mine,draco,1926032108.0,0.0,0.0,12.0,1.8,KISS-ICP,0.1718223855253327,0.1410132574644988,0.1293149211733767,0.0981743010510746,0.0164203774022453,0.992474987081711,38.05505956405711
underground_mine,draco,1926032108.0,0.0,3.0,12.0,1.8,KISS-ICP,0.1718223855253327,0.1410132574644988,0.1293149211733767,0.0981743010510746,0.0164203774022453,0.992474987081711,38.05505956405711
underground_mine,draco,1926032108.0,3.0,0.0,12.0,1.8,KISS-ICP,0.1718223855253327,0.1410132574644988,0.1293149211733767,0.0981743010510746,0.0164203774022453,0.992474987081711,38.05505956405711
underground_mine,draco,1926032108.0,3.0,3.0,12.0,1.8,KISS-ICP,0.1718223855253327,0.1410132574644988,0.1293149211733767,0.0981743010510746,0.0164203774022453,0.992474987081711,38.05505956405711
underground_mine,draco,2253407780.0,0.0,6.0,12.0,2.1,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,0.0,9.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2253407780.0,3.0,6.0,12.0,2.1,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,3.0,9.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2253407780.0,6.0,0.0,12.0,2.1,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2253407780.0,6.0,3.0,12.0,2.1,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2253407780.0,6.0,6.0,12.0,2.1,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,6.0,9.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,9.0,0.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,9.0,3.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,9.0,6.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,9.0,9.0,12.0,2.2,KISS-ICP,3.7467239749835697,2.659085878226306,1.9620370908421183,2.639545952798344,0.0781572964282915,12.317161856448028,18094.9053621398
underground_mine,draco,2306068904.0,10.0,10.0,12.0,,LOAM,0.16,,,,,0.99,
underground_mine,draco,2306068904.0,10.0,10.0,12.0,,SPARK-FAST-LIO,0.23,,,,,0.88,
underground_mine,draco,2306068904.0,10.0,10.0,12.0,,,,,,,,,
underground_mine,draco,2059052580.0,0.0,0.0,14.0,1.9,KISS-ICP,0.1730992242751396,0.1423115998524794,0.1314055598691129,0.098543137721928,0.0180537591580561,1.0193836000227776,38.62274712216043
underground_mine,draco,2059052580.0,0.0,3.0,14.0,1.9,KISS-ICP,0.1730992242751396,0.1423115998524794,0.1314055598691129,0.098543137721928,0.0180537591580561,1.0193836000227776,38.62274712216043
underground_mine,draco,2059052580.0,3.0,0.0,14.0,1.9,KISS-ICP,0.1730992242751396,0.1423115998524794,0.1314055598691129,0.098543137721928,0.0180537591580561,1.0193836000227776,38.62274712216043
underground_mine,draco,2059052580.0,3.0,3.0,14.0,1.9,KISS-ICP,0.1730992242751396,0.1423115998524794,0.1314055598691129,0.098543137721928,0.0180537591580561,1.0193836000227776,38.62274712216043
underground_mine,draco,2410122860.0,0.0,6.0,14.0,2.2,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,0.0,9.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2410122860.0,3.0,6.0,14.0,2.2,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,3.0,9.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2410122860.0,6.0,0.0,14.0,2.2,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2410122860.0,6.0,3.0,14.0,2.2,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2410122860.0,6.0,6.0,14.0,2.2,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,6.0,9.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,9.0,0.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,9.0,3.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,9.0,6.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,9.0,9.0,14.0,2.3,KISS-ICP,0.1756026341841799,0.1439046732087954,0.1316545141489056,0.1006366243526318,0.0123948316934298,1.0327310866132713,39.74797153569317
underground_mine,draco,2463703764.0,10.0,10.0,14.0,,LOAM,0.16,,,,,1.0,
underground_mine,draco,2463703764.0,10.0,10.0,14.0,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,draco,2463703764.0,10.0,10.0,14.0,,,,,,,,,
underground_mine,draco,2648470272.0,0.0,6.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,0.0,9.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2648470272.0,3.0,6.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,3.0,9.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2648470272.0,6.0,0.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2648470272.0,6.0,3.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2648470272.0,6.0,6.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,6.0,9.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,9.0,0.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,9.0,3.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,9.0,6.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2697176524.0,9.0,9.0,16.0,2.5,KISS-ICP,0.1738258502802286,0.1419978957410451,0.1270517244965046,0.1002597817210857,0.0266287190598864,1.0516784861082118,38.947684404855735
underground_mine,draco,2192356600.0,0.0,0.0,16.0,2.0,KISS-ICP,0.1758495831529057,0.1446649062479403,0.1304059875651154,0.0999757010244257,0.018166534080325,1.00264760234135,39.85984482872038
underground_mine,draco,2192356600.0,0.0,3.0,16.0,2.0,KISS-ICP,0.1758495831529057,0.1446649062479403,0.1304059875651154,0.0999757010244257,0.018166534080325,1.00264760234135,39.85984482872038
underground_mine,draco,2192356600.0,3.0,0.0,16.0,2.0,KISS-ICP,0.1758495831529057,0.1446649062479403,0.1304059875651154,0.0999757010244257,0.018166534080325,1.00264760234135,39.85984482872038
underground_mine,draco,2192356600.0,3.0,3.0,16.0,2.0,KISS-ICP,0.1758495831529057,0.1446649062479403,0.1304059875651154,0.0999757010244257,0.018166534080325,1.00264760234135,39.85984482872038
underground_mine,draco,2324557832.0,0.0,0.0,18.0,2.2,KISS-ICP,0.1728868293300617,0.1411906274668869,0.1284789903797771,0.0997750593650969,0.0186092805324656,1.0189710727910957,38.52802406922864
underground_mine,draco,2324557832.0,0.0,3.0,18.0,2.2,KISS-ICP,0.1728868293300617,0.1411906274668869,0.1284789903797771,0.0997750593650969,0.0186092805324656,1.0189710727910957,38.52802406922864
underground_mine,draco,2324557832.0,3.0,0.0,18.0,2.2,KISS-ICP,0.1728868293300617,0.1411906274668869,0.1284789903797771,0.0997750593650969,0.0186092805324656,1.0189710727910957,38.52802406922864
underground_mine,draco,2324557832.0,3.0,3.0,18.0,2.2,KISS-ICP,0.1728868293300617,0.1411906274668869,0.1284789903797771,0.0997750593650969,0.0186092805324656,1.0189710727910957,38.52802406922864
underground_mine,draco,2961161592.0,0.0,6.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,0.0,9.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,2961161592.0,3.0,6.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,3.0,9.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,2961161592.0,6.0,0.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,2961161592.0,6.0,3.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,2961161592.0,6.0,6.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,6.0,9.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,9.0,0.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,9.0,3.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,9.0,6.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3006153248.0,9.0,9.0,18.0,2.8,KISS-ICP,0.1730275239540928,0.1410549720757374,0.128113726673056,0.1002098742559688,0.0091893631583154,1.0221672180562305,38.59075749488687
underground_mine,draco,3296974424.0,0.0,6.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,0.0,9.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3296974424.0,3.0,6.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,3.0,9.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3296974424.0,6.0,0.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3296974424.0,6.0,3.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3296974424.0,6.0,6.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,6.0,9.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,9.0,0.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,9.0,3.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,9.0,6.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,3334737900.0,9.0,9.0,20.0,3.1,KISS-ICP,0.1744158221209116,0.1431140241752657,0.1297291543586085,0.0996958128031209,0.0106447476432922,1.0254712550525125,39.21251303888028
underground_mine,draco,2453055916.0,0.0,0.0,20.0,2.3,KISS-ICP,0.9607741649548484,0.7973308849548738,0.6595778956459757,0.5360507960461995,0.0686658291757384,2.5424777411797868,1189.859137901601
underground_mine,draco,2453055916.0,0.0,3.0,20.0,2.3,KISS-ICP,0.9607741649548484,0.7973308849548738,0.6595778956459757,0.5360507960461995,0.0686658291757384,2.5424777411797868,1189.859137901601
underground_mine,draco,2453055916.0,3.0,0.0,20.0,2.3,KISS-ICP,0.9607741649548484,0.7973308849548738,0.6595778956459757,0.5360507960461995,0.0686658291757384,2.5424777411797868,1189.859137901601
underground_mine,draco,2453055916.0,3.0,3.0,20.0,2.3,KISS-ICP,0.9607741649548484,0.7973308849548738,0.6595778956459757,0.5360507960461995,0.0686658291757384,2.5424777411797868,1189.859137901601
underground_mine,raw_packets,2251561430.0,,,,,,,,,,,,
underground_mine,uncompressed,8883915700.0,,,,,LOAM,0.16,,,,,1.0,
underground_mine,uncompressed,8883915700.0,,,,,LOAM,0.16,,,,,1.0,
underground_mine,uncompressed,8883915700.0,,,,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,uncompressed,8883915700.0,,,,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,uncompressed,8883915700.0,,,,,,,,,,,,
